Entity Type,ID,Name/Details,Additional Info
role,ftr14302,"T4-like phage protein, T4 GC1630",ModelSEED
role,ftr14303,"Glutaredoxin, phage-associated",ModelSEED
role,ftr14301,"T4-like phage protein, T4 GC2721",ModelSEED
role,ftr01257,Shiga-like toxin II subunit B precursor,ModelSEED
role,ftr15621,putative Galf transferase,ModelSEED
role,ftr14055,"Putative siderophore biosynthesis protein, Ornithine cyclodeaminase (EC 4.3.1.12)",ModelSEED
role,ftr01254,Shiga-like toxin II subunit A precursor (EC 3.2.2.22),ModelSEED
role,ftr03281,Substrate-specific component MTH452 of predicted ECF transporter,ModelSEED
role,ftr03287,Duplicated ATPase component MTH454 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03286,Transmembrane component MTH453 of energizing module of predicted ECF transporter,ModelSEED
role,ftr03284,Duplicated ATPase component SS1136 of energizing module of predicted ECF transporter,ModelSEED
role,ftr14317,"T4-like phage glutaredoxin, NrdC",ModelSEED
role,ftr06614,Monomethylamine:corrinoid methyltransferase,ModelSEED
role,ftr08022,"hydrogenase/sulfur reductase, gamma subunit",ModelSEED
role,ftr13224,Heterocyst specific ABC transporter ATP-binding protein,ModelSEED
role,ftr13225,Heterocyst specific ABC transporter permease protein,ModelSEED
role,ftr13226,Heterocyst specific ABC transporter substrate-binding protein,ModelSEED
role,ftr12373,COG1779: C4-type Zn finger,ModelSEED
role,ftr16556,FMN riboswitch (RFN element),ModelSEED
role,ftr15562,FIG01046753: hypothetical protein,ModelSEED
role,ftr15178,CysB protected region 1 at tauA,ModelSEED
role,ftr02220,Oligopeptide transport ATP-binding protein oppF (TC 3.A.1.5.1),ModelSEED
role,ftr02226,Outer membrane protein N precursor,ModelSEED
role,ftr02225,Trk system potassium uptake protein TrkG,ModelSEED
role,ftr02886,23S rRNA (Uracil-5-) -methyltransferase rumB (EC 2.1.1.-),ModelSEED
role,ftr02887,Ribosomal large subunit pseudouridine synthase C (EC 4.2.1.70),ModelSEED
role,ftr02228,puatative hemin transporter subunit,ModelSEED
role,ftr02229,Dipeptide transport system permease protein DppC (TC 3.A.1.5.2),ModelSEED
role,ftr02882,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.-),ModelSEED
role,ftr02881,Ribosomal RNA small subunit methyltransferase F (EC 2.1.1.-),ModelSEED
role,ftr01757,Glutamate-glyoxylate aminotransferase (EC 2.6.1.4),ModelSEED
role,ftr01756,Catalase (EC 1.11.1.6),ModelSEED
role,ftr03931,NADH dehydrogenase subunit 6,ModelSEED
role,ftr03930,NADH dehydrogenase subunit 3,ModelSEED
role,ftr03933,NAD(P)H-quinone oxidoreductase chain 1,ModelSEED
role,ftr03932,NADH dehydrogenase subunit 1,ModelSEED
role,ftr03935,NAD(P)H-quinone oxidoreductase chain H (EC 1.6.5.2),ModelSEED
role,ftr15564,FIG00638105: hypothetical protein,ModelSEED
role,ftr02084,Conjugative transfer entry exclusion protein TrbK,ModelSEED
role,ftr06610,Methanol:corrinoid methyltransferase,ModelSEED
role,ftr01577,"Glutathione S-transferase, pi (EC 2.5.1.18)",ModelSEED
role,ftr01575,"Glutathione S-transferase, mu (EC 2.5.1.18)",ModelSEED
role,ftr01574,"Glutathione S-transferase, kappa (EC 2.5.1.18)",ModelSEED
role,ftr01572,"Glutathione S-transferase, epsilon (EC 2.5.1.18)",ModelSEED
role,ftr14891,putative NarL binding site 4 upstream of focA-pfl,ModelSEED
role,ftr12809,Signal peptide peptidase SppA (EC 3.4.21.-),ModelSEED
role,ftr14844,putative NarL binding site 1 at frdABCD,ModelSEED
role,ftr14948,putative NarL binding site 3 upstream of narK,ModelSEED
role,ftr14949,putative NarL binding site 4 upstream of narK,ModelSEED
role,ftr08023,"hydrogenase/sulfur reductase, delta subunit",ModelSEED
role,ftr14940,putative NarL binding site 3 upstream of frdABCD,ModelSEED
role,ftr14941,putative NarL binding site 4 upstream of frdABCD,ModelSEED
role,ftr14942,putative NarL binding site 5 upstream of frdABCD,ModelSEED
role,ftr14943,putative NarL binding site 6 upstream of frdABCD,ModelSEED
role,ftr14944,putative NarL binding site 7 upstream of frdABCD,ModelSEED
role,ftr14945,NarL protected fragment upstream of narK,ModelSEED
role,ftr14946,putative NarL binding site 1 upstream of narK,ModelSEED
role,ftr14947,putative NarL binding site 2 upstream of narK,ModelSEED
role,ftr00484,cytochrome b-5,ModelSEED
role,ftr00486,Probable ferredoxin,ModelSEED
role,ftr15568,Protein yobA precursor,ModelSEED
role,ftr01289,Multidrug transporter MdtD,ModelSEED
role,ftr01288,Multidrug transporter MdtC,ModelSEED
role,ftr01283,"3-oxoacyl-[acyl-carrier-protein] synthase (EC 2.3.1.41), FabB inferred for ABFAE pathway",ModelSEED
role,ftr01282,"4'-phosphopantetheinyl transferase (EC 2.7.8.-), inferred for ABFAE pathway",ModelSEED
role,ftr01287,Multidrug transporter MdtB,ModelSEED
role,ftr01286,Probable RND efflux membrane fusion protein,ModelSEED
role,ftr00156,"Citrate lyase, subunit 2 (EC 2.3.3.8)",ModelSEED
role,ftr00154,ATP-citrate (pro-S-) -lyase (EC 2.3.3.8),ModelSEED
role,ftr00155,"Citrate lyase, subunit 1 (EC 2.3.3.8)",ModelSEED
role,ftr08368,6-deoxychalcone synthase,ModelSEED
role,ftr08365,ThiJ/PfpI family protein,ModelSEED
role,ftr08367,flavonoid 7-O-methyltransferase (EC 2.1.1.75),ModelSEED
role,ftr08361,Hypothetical protein SAV1877,ModelSEED
role,ftr05051,Nicotinate phosphoribosyltransferase (EC 2.4.2.11),ModelSEED
role,ftr05057,NMN synthetase (EC 6.3.1.-),ModelSEED
role,ftr05509,Capsular polysaccharide synthesis enzyme Cap8F,ModelSEED
role,ftr15712,FIG00638873: hypothetical protein,ModelSEED
role,ftr15713,FIG00642676: hypothetical protein,ModelSEED
role,ftr15711,putative RNA polymerase beta,ModelSEED
role,ftr16178,FIG00638031: hypothetical protein,ModelSEED
role,ftr15344,FIG01045439: hypothetical protein,ModelSEED
role,ftr15347,Inner membrane protein,ModelSEED
role,ftr15158,putative CRP (CAP) site at gntP gene,ModelSEED
role,ftr15159,putative Fur binding site at ydiE,ModelSEED
role,ftr15154,predicted CRP site 2 a gntP/uxuAB locus,ModelSEED
role,ftr15155,predicted CRP site at uxuR gene,ModelSEED
role,ftr15156,GntR and cAMP-CRP retarded fragment at gntT gene,ModelSEED
role,ftr15157,putative CRP (CAP) site at gntKU operon,ModelSEED
role,ftr15150,idnDOTR locus,ModelSEED
role,ftr15152,CRP site CAPa at pts operon,ModelSEED
role,ftr15153,predicted CRP site 1 a gntP/uxuAB locus,ModelSEED
role,ftr04673,"Protein of unknown function DUF81, SAV0084 homolog",ModelSEED
role,ftr04671,"Hypothetical protein, sulfurtransferase domain",ModelSEED
role,ftr04906,"Nickel ABC transporter, periplasmic nickel-binding protein nikA2 (TC 3.A.1.5.3)",ModelSEED
role,ftr04900,(S)-3-O-geranylgeranylglyceryl phosphate synthase,ModelSEED
role,ftr04909,Nickel transport ATP-binding protein nikD2 (TC 3.A.1.5.3),ModelSEED
role,ftr04908,Nickel transport system permease protein nikC2 (TC 3.A.1.5.3),ModelSEED
role,ftr07495,Heme biosynthesis protein related to NirD and NirG,ModelSEED
role,ftr14622,WhiB-type transcriptional regulator,ModelSEED
role,ftr06636,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.1)",ModelSEED
role,ftr11678,Uncharacterized protein YrbB,ModelSEED
role,ftr11670,actinorhodin cluster activator protein,ModelSEED
role,ftr11672,actinorhodin polyketide synthase bifunctional cyclase/dehydratase,ModelSEED
role,ftr14627,"Xanthosine permease, C-terminus",ModelSEED
role,ftr14626,Xanthosine permease pseudogene caused by IS154 insertion,ModelSEED
role,ftr12890,"Predicted galactoside ABC transporter type II, sugar-binding protein",ModelSEED
role,ftr12891,"Predicted galactoside ABC transporter type II, permease protein 1",ModelSEED
role,ftr12892,"Predicted galactoside ABC transporter type II, permease protein 2",ModelSEED
role,ftr12893,"Arabinogalactan endo-1,4-beta-galactosidase (EC 3.2.1.89)",ModelSEED
role,ftr12895,"Alpha-arabinosides ABC transport system, substrate-binding protein",ModelSEED
role,ftr12899,"Predicted arabinose ABC transporter, permease protein 1",ModelSEED
role,ftr13078,Hypothetical protein YagQ,ModelSEED
role,ftr04016,tRNA methylase Yol141w homolog Wyeosine biosynthesis,ModelSEED
role,ftr04015,tRNA methylase Trm12p Wyeosine biosynthesis,ModelSEED
role,ftr04014,tRNA methylase YGL050w homolog Wyeosine biosynthesis type 2,ModelSEED
role,ftr04013,tRNA methylase YGL050w homolog Wyeosine biosynthesis,ModelSEED
role,ftr04011,Fe-S OXIDOREDUCTASE (1.8.-.-) Wyeosine biosynthesis,ModelSEED
role,ftr04010,PAB2272 methyltransferase homolog,ModelSEED
role,ftr10569,"CRISPR-associated protein, SAG0894 family",ModelSEED
role,ftr16503,htrA promoter,ModelSEED
role,ftr07287,"Glycosyl transferase, group 1 family protein (EC 2.4.1.-)",ModelSEED
role,ftr07286,Capsular polysaccharide biosynthesis protein WcbF,ModelSEED
role,ftr07285,"Capsular polysaccharide biosynthesis protein WcbJ, NAD-dependent epimerase/dehydratase family",ModelSEED
role,ftr07281,Putative uncharacterized protein YmcB,ModelSEED
role,ftr10563,"CRISPR-associated protein, CT1973 family",ModelSEED
role,ftr13419,"T4-like phage protein with DUF1583 domain,",ModelSEED
role,ftr13417,"T4-like phage protein, T4 GC0948",ModelSEED
role,ftr13416,"Cyanophage-encoded porphyrin biosynthetic protein, CobS",ModelSEED
role,ftr15715,FIG00643426: hypothetical protein,ModelSEED
role,ftr13413,Phage short tail fiber protein,ModelSEED
role,ftr13412,"T4-like phage protein, T4 GC0923",ModelSEED
role,ftr13411,"T4-like phage protein, T4 GC0542",ModelSEED
role,ftr12328,"NnrT family protein, required for expression of nitric oxide and nitrite reductases (Nir and Nor)",ModelSEED
role,ftr16370,borFG promoter,ModelSEED
role,ftr06880,Acetylornithine aminotransferase 2 (EC 2.6.1.11),ModelSEED
role,ftr08958,Uncharacterized protein YaiN in in formaldehyde detoxification operon,ModelSEED
role,ftr11168,Negative regulator of genetic competence MecA,ModelSEED
role,ftr02419,AA3-600 quinol oxidase subunit I,ModelSEED
role,ftr02418,AA3-600 quinol oxidase subunit II,ModelSEED
role,ftr02415,Ferrous iron transport periplasmic protein EfeO,ModelSEED
role,ftr02414,"PTS system, cellobiose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02417,Putative symporter yjcG,ModelSEED
role,ftr02140,Probable Co/Zn/Cd efflux system membrane fusion protein,ModelSEED
role,ftr02411,"PTS system, fructose-specific IID component (EC 2.7.1.69)",ModelSEED
role,ftr02410,"Cytochrome c oxidase, subunit IV (EC 1.9.3.1)",ModelSEED
role,ftr16378,guaBA promoter,ModelSEED
role,ftr06081,Amiloride-sensitive amine oxidase [copper-containing] precursor (EC 1.4.3.21),ModelSEED
role,ftr15719,putative receptor protein,ModelSEED
role,ftr13071,Molybdopterin biosynthesis protein MoeB,ModelSEED
role,ftr13923,Protein VanZ,ModelSEED
role,ftr13070,Molybdopterin biosynthesis enzyme,ModelSEED
role,ftr15329,5-methylcytosine-specific restriction endonuclease B,ModelSEED
role,ftr06420,"conserved hypothetical membrane protein, paralogue of Y20848",ModelSEED
role,ftr15978,FIG00638961: hypothetical protein,ModelSEED
role,ftr01142,Sulfur oxidation molybdopterin C protein,ModelSEED
role,ftr01143,transcriptional regulator SoxR,ModelSEED
role,ftr01141,Lipocalin-related protein and Bos/Can/Equ allergen,ModelSEED
role,ftr09777,Alkanesulfonate utilization operon LysR-family regulator CbI,ModelSEED
role,ftr09778,"GltC, transcription activator of glutamate synthase operon",ModelSEED
role,ftr00813,Potassium efflux system YjeP,ModelSEED
role,ftr16403,proU promoter,ModelSEED
role,ftr16402,NadR retarded fragment at nadB gene,ModelSEED
role,ftr16401,NadR retarded fragment at nadA-pnuC operon,ModelSEED
role,ftr16405,ssuEp,ModelSEED
role,ftr16404,ompC promoter,ModelSEED
role,ftr07474,"Chlorohydroquinone/hydroquinone 1,2-dioxygenase",ModelSEED
role,ftr07475,"2,3-dihydroxyphenylpropionate 1,2-dioxygenase (EC 1.13.11.-)",ModelSEED
role,ftr15817,D-arabinose 5-phosphate isomerase (EC 5.3.1.13),ModelSEED
role,ftr07477,putative ring-hydroxylating dioxygenase small subunit,ModelSEED
role,ftr15811,Transcription repressor,ModelSEED
role,ftr15813,Multidrug resistance protein B,ModelSEED
role,ftr15812,Multidrug resistance protein A (ErmA),ModelSEED
role,ftr07470,"homoprotocatechuate 2,3-dioxygenase",ModelSEED
role,ftr15818,Hydrogenase 3 maturation protease,ModelSEED
role,ftr07471,2-keto-4-pentenoate hydratase (EC 4.2.1.-),ModelSEED
role,ftr07473,"1,2-dihydroxynaphthalene dioxygenase",ModelSEED
role,ftr09548,"ABC transporter, sugar-binding protein of unknown specificity",ModelSEED
role,ftr09549,"PTS system, unknown sugar IIA component (EC 2.7.1.69)",ModelSEED
role,ftr04245,Aspartyl-tRNA(Asn) synthetase,ModelSEED
role,ftr04249,SAM-dependent methyltransferase (EC 2.1.1.-),ModelSEED
role,ftr06426,Biotin carboxyl carrier protein of methylmalonyl-CoA decarboxylase,ModelSEED
role,ftr08745,DNA-binding transcriptional activator of the allD operon,ModelSEED
role,ftr11842,FIG006542: Phosphoesterase,ModelSEED
role,ftr15616,FIG00638167: hypothetical protein,ModelSEED
role,ftr12666,Bestrophin (putt Cl chnl) superfamily,ModelSEED
role,ftr11843,Regulatory protein AsnC,ModelSEED
role,ftr12669,[FeFe]-hydrogenase maturation GTPase HydF,ModelSEED
role,ftr10805,Stage V sporulation protein AE (SpoVAE),ModelSEED
role,ftr10808,Protein of unknown function identified by role in sporulation (SpoVG),ModelSEED
role,ftr15614,YeeT,ModelSEED
role,ftr14496,Transposase ECW_P1m0012,ModelSEED
role,ftr14497,Transposase KP1_0723,ModelSEED
role,ftr14494,Transposase CIT292_00810,ModelSEED
role,ftr05268,"Xyloglucan ABC transport system, permease protein 1",ModelSEED
role,ftr14493,Ferrous iron-sensisng transcriptional regulator FeoC,ModelSEED
role,ftr05263,novel N-acetylglucosamine kinase of eukaryotic type (EC 2.7.1.59),ModelSEED
role,ftr05267,"Xylobiose ABC transport system, sugar-binding protein",ModelSEED
role,ftr05265,N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-),ModelSEED
role,ftr09944,(Pyruvate) Oxoisovalerate Dehydrogenase Alpha & Beta Fusion like,ModelSEED
role,ftr09945,Enoyl-CoA hydratase [branched-chain amino acid degradation] (EC 4.2.1.17),ModelSEED
role,ftr09942,Valine dehydrogenase (EC 1.4.1.-),ModelSEED
role,ftr09943,"Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein",ModelSEED
role,ftr09941,Acetoin utilization protein AcuB,ModelSEED
role,ftr14321,"T4-like phage head completion, neck hetero-dimeric protein (T4-like gp14)",ModelSEED
role,ftr03738,"monovalent cation/proton antiporter subunit, putative [EC:1.6.5.3] [KO:K00341]",ModelSEED
role,ftr14322,Phage portal vertex of the head,ModelSEED
role,ftr14324,Phage tail completion and sheath stabilization protein,ModelSEED
role,ftr13759,TraD protein,ModelSEED
role,ftr07535,"Cytochrome c oxidase polypeptide VIa-liver, mitochondrial precursor (EC 1.9.3.1)",ModelSEED
role,ftr13200,Homocitrate synthase alpha subunit (EC 2.3.3.14),ModelSEED
role,ftr07534,"Cytochrome c oxidase polypeptide VIIc, mitochondrial precursor (EC 1.9.3.1)",ModelSEED
role,ftr07637,antisense RNA,ModelSEED
role,ftr09564,Scaffolding protein [Bacteriophage A118],ModelSEED
role,ftr03953,PrpF protein involved in 2-methylcitrate cycle,ModelSEED
role,ftr03952,2-methylcitrate dehydratase FeS dependent (EC 4.2.1.79),ModelSEED
role,ftr03958,3-Oxoadipate enol-lactonase (EC 3.1.1.24),ModelSEED
role,ftr07536,Cytochrome c oxidase subunit 2a (EC 1.9.3.1),ModelSEED
role,ftr09515,Phosphoribosylaminoimidazole carboxylase ATPase subunit (EC 4.1.1.21),ModelSEED
role,ftr14968,putative narL/narP binding site 1 upstream of nrf,ModelSEED
role,ftr14969,putative narL/narP binding site 2 upstream of nrf,ModelSEED
role,ftr14966,Fnr binding site upstream of nrf operon,ModelSEED
role,ftr14964,putative NarL binding site 2 at narGHJI,ModelSEED
role,ftr14965,putative NarL binding site at frd operon,ModelSEED
role,ftr14962,putative NarL binding site 1 at narGHJI,ModelSEED
role,ftr14963,putative Fnr binding site upstream of narGHJI,ModelSEED
role,ftr14960,IHF protected fragment at narK,ModelSEED
role,ftr14961,CRP protected region 2 at rot gene,ModelSEED
role,ftr01775,"Glutamate/malate translocator DiT2.1, plastidic",ModelSEED
role,ftr01777,Hsp20 family protein possibly involved in photorespiration,ModelSEED
role,ftr01776,Expressed protein possibly involved in photorespiration,ModelSEED
role,ftr02609,Magnesium citrate secondary transporter,ModelSEED
role,ftr02600,"PTS system, mannitol-specific IIB component (EC 2.7.1.69) / PTS system, mannitol-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02601,"PTS system, lactose-specific IIB component (EC 2.7.1.69) / PTS system, lactose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02602,"PTS system, lactose-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr02604,"PTS system, sucrose-specific IIB component (EC 2.7.1.69) / PTS system, sucrose-specific IIC component (EC 2.7.1.69)",ModelSEED
role,ftr02606,"Amino acid ABC transporter, periplasmic amino acid-binding protein",ModelSEED
role,ftr02607,"PTS system, glucose-specific IIC component (EC 2.7.1.69) / PTS system, glucose-specific IIB component (EC 2.7.1.69) / PTS system, glucose-specific IIA component (EC 2.7.1.69)",ModelSEED
role,ftr01809,Archaeosine cluster gene X,ModelSEED
role,ftr01555,Cell division inhibitor,ModelSEED
role,ftr01801,archaeosine tRNA-ribosyltransferase (EC 2.4.2.-) type 1,ModelSEED
role,ftr01551,"Cytochrome b/b6, N-terminal domain",ModelSEED
role,ftr01804,Putative preQ0 transporter,ModelSEED
role,ftr00608,Flagellar transcriptional activator flhD,ModelSEED
role,ftr00609,flagellar transcriptional activator FlhC,ModelSEED
role,ftr00603,Flagellar protein flhE,ModelSEED
role,ftr08389,Membrane-bound lytic murein transglycosylase B (EC 3.2.1.-),ModelSEED
role,ftr11873,FIG004453: protein YceG like,ModelSEED
role,ftr05076,Similar to C-terminal domain of competence/damage-inducible protein CinA,ModelSEED
role,ftr05077,Competence/damage-inducible protein CinA family,ModelSEED
role,ftr05075,"Similar to N-terminal domain of competence/damage-inducible protein CinA, molybdopterin binding motif",ModelSEED
role,ftr05070,"DNA ligase (EC 6.5.1.2), LigB",ModelSEED
role,ftr05078,"Competence/damage-inducible protein CinA family, archaeal branch",ModelSEED
role,ftr05079,Putative oligoketide cyclase/lipid transport protein,ModelSEED
role,ftr15542,FIG00638567: hypothetical protein,ModelSEED
role,ftr05389,"ADP-heptose--lipooligosaccharide heptosyltransferase, putative",ModelSEED
role,ftr05384,Lipopolysaccharide synthesis protein WavD,ModelSEED
role,ftr05383,3-deoxy-D-manno-octulosonic acid kinase (EC 2.7.1.-),ModelSEED
role,ftr15257,FIS protected region IV at hupA gene,ModelSEED
role,ftr10477,"Exosome complex exonuclease RRP41, ribosomal RNA-processing protein 41",ModelSEED
role,ftr14779,putative CRP binding site 1 at caiF,ModelSEED
role,ftr14778,promoter at caiF,ModelSEED
role,ftr14773,UidR site O1 at uidAB operon,ModelSEED
